INPUT,REF,OUTPUT,LABEL,BLEU
tom traumt,tom is dreaming,tom is,1,1.0
wir warteten,we waited,we exaggerated,1,0.42857142857142855
ich muss mir ein buro mit tom teilen,i have to share an office with tom,i have to to a a,0,0.5
unser gesamtes geld ist weg,all our money is gone,our our is of of,1,0.375
es tut mir leid dass ich dir nicht helfen kann,im sorry i cant help you,i dont i i help you,0,0.5789473684210527
ich esse mit meinen handen,i eat with my hands,i am my my,1,0.5
ich rufe die polizei,im going to go call the police,ill call the bus,0,0.5
wann genau ist tom gegangen,what time exactly did tom leave,when did tom come,0,0.5882352941176471
sie sollten menschen nicht vorverurteilen,you shouldnt prejudge people,you dont need any,0,0.47058823529411764
tom ist niedergeschlagen,tom is dejected,tom is fast,1,0.5454545454545454
das ist nicht komisch,this isnt funny,this not funny,1,0.6428571428571429
ich habe einen herzschrittmacher,ive got a pacemaker,ive have a,1,0.5
wach auf,wake up,go away,1,0.42857142857142855
alle sehen zu,everyones watching,everyones will,1,0.7142857142857143
wird das in der schweiz hergestellt,is this made in switzerland,is it be at,0,0.5454545454545454
ich war besoffen,i was drunk,i was hungry,1,0.6666666666666666
ich habe ein ernstzunehmendes hautproblem,i have a serious skin problem,i have,0,1.0
ich kann diesen knoten nicht losen,i cant untie this knot,i cant confirm this knot,1,0.4166666666666667
ich fuhle mich etwas unsicher,i feel a little insecure,i love some,1,0.45454545454545453
tom kann nicht viel alter sein als mary,tom cant be much older than mary,tom cant where mary a,0,0.5238095238095238
der see war zugefroren,the lake was frozen,the cat was was,1,0.4666666666666667
wurfle,roll the dice,keep the dice,1,0.5384615384615384
du musst wach bleiben,youve got to stay awake,you must to stay,1,0.4375
tom sagt er liebe maria,tom says that he loves mary,tom knows he he mary,0,0.5
er ist ein spatzunder,hes a late bloomer,hes a little,1,0.5833333333333334
er geht in den kindergarten,he goes to kindergarten,he went to the,1,0.42857142857142855
das bedeutet mir sehr viel,that means a lot to me,it is me much much,1,0.3333333333333333
bist du ein geist,are you a ghost,are you a a,1,0.6363636363636364
er hat halb so viele bucher wie ich,he has half as many books as i do,he often her like her,0,0.42857142857142855
gibt es in deutschland skorpione,are there scorpions in germany,is it in in,0,0.45454545454545453
ich bin toms neuer assistent,im toms new assistant,im toms new assistant,1,0.47619047619047616
mochte jemand mitfahren,anybody want a lift,does tom like,1,0.46153846153846156
das ist allein dein problem,thats your funeral,its your the,1,0.75
diesen witz habe ich nicht verstanden,i didnt understand this joke,i didnt do that,0,0.5333333333333333
es begann plotzlich zu regnen,it suddenly started raining,it almost to to,0,0.4
ihr beiden wollt wahrscheinlich alleine sein,you two probably want to be alone,you like like to you,0,0.3499999999999999
wir sollten wohl nach hause gehen,we should probably go home,we should go home home,0,0.5
es tut nicht so sehr weh,it doesnt hurt so much,it not really very,1,0.3888888888888889
danke fur eure schnelle antwort,thanks for your quick answer,thanks for your here,0,0.65
ich muss mit tom reden,i need to talk to tom,i have to to to tom,1,0.3684210526315789
tom nahm einen seiner ohrstopsel heraus,tom pulled out one of his earplugs,tom took his his his,0,0.3499999999999999
was machen sie in meinem buro,whatre you doing in my office,what do you my my,0,0.5882352941176471
hast du etwas gesagt,did you say something,did you know anything,1,0.5238095238095238
das ist teil meiner arbeit,thats part of my job,its my my my,1,0.4166666666666667
ich gehe am sonntag nirgendwo hin,i am not going anywhere on sunday,i go to to to,0,0.38461538461538464
ich wei nicht was tom dachte,i dont know what tom thought,i dont know know tom,0,0.45
ich gab ihnen etwas anzuziehen und etwas zu essen,i gave them clothing and some food,i owe you to with you,0,0.2857142857142857
es geht um viel geld,theres a lot of money involved,it time of of,0,0.5384615384615384
hast du tom gehen sehen,did you see tom leave,did you tom tom tom,1,0.42105263157894735
geben sie diesen forderungen nicht nach,do not give in to those demands,dont forget that that,0,0.42857142857142855
hast du fruher hier gewohnt,did you live here before,do you have to to,1,0.47058823529411764
was macht tom denn hier,what is tom doing here,what is tom doing,1,0.7058823529411765
er steht in freundschaftlichem verhaltnis zu ihr,he is on friendly terms with her,he is to to you,0,0.5333333333333333
die datei ist beschadigt,the file is corrupt,the wind is dirty,1,0.4117647058823529
ich wunschte du hattest mehr zeit fur mich,i wish you had more time for me,i wish you to to you,0,0.45
ich erinnere mich an den tag an dem ich dich kennenlernte,i remember the day i met you,i hope i without alone,0,0.36363636363636365
in ihrem alter sollte sie es besser wissen,she should know better at her age,we like i you you,0,0.4117647058823529
bleiben sie nicht hier,dont stay around here,dont you here,1,0.7692307692307693
ich sah nur den apfel,i only saw the apple,i didnt have a car,1,0.3888888888888889
ich denke du lugst,i think youre lying,i think you love,1,0.6875
haben sie ihren brief bekommen,did you get her letter,did you have her letter,1,0.4782608695652174
das ist dieselbe uhr die ich verloren habe,this is the same watch that i lost,its is my to to to,0,0.3333333333333333
achtundvierzig seeleute sind an bord,fortyeight sailors are on board,nightmares carefully,0,0.65
ich wei nicht wo er wohnt,i dont know where he lives,i know know know he,0,0.42105263157894735
geht tom hier wirklich zur schule,is tom really a student here,is tom to to,0,0.5
tom legt immer seinen sicherheitsgurt an,tom always wears his seatbelt,tom is at at,0,0.5833333333333334
ich heie nicht tom,tom isnt my name,my name isnt tom,1,0.625
ich habe mit der schauspielerin selbst gesprochen,i spoke to the actress herself,i met to by,0,0.45454545454545453
wir haben kaum eine wahl,we dont have much choice,we had only a,0,0.6153846153846154
warum tust du denn so geheimniskramerisch,why are you so secretive,why are you so so,1,0.5882352941176471
er ist wie ein bruder fur mich,hes like a brother to me,he is as of of,1,0.5
vergiss nie das feuer zu loschen,never forget to put out the fire,dont forget tom tom week,0,0.3333333333333333
wie viele lieder habt ihr schon geschrieben,how many songs have you written,how many many you you,0,0.42857142857142855
warum seht ihr so traurig aus,why are you looking so sad,why did you so so,0,0.5294117647058824
tom benimmt sich sonderbar,tom is behaving strangely,tom teaches,0,0.7272727272727273
tom ist marias alterer bruder,tom is marys older brother,tom is marys glasses,0,0.55
es ist wichtig fur mich,to me it is important,its is for me me,1,0.5
das hobby meines vaters ist angeln,my fathers hobby is fishing,the crow loves,0,0.5
ich sehe den ganzen tag fern,i watch tv all day,i cant my every day,1,0.42105263157894735
das war nicht so schwierig,that wasnt so hard,that wasnt so,1,0.6153846153846154
er ist des lesens mude,he is tired of reading,hes is as my my,1,0.4
ich schame mich fur mich selbst,i am ashamed of myself,i am with with me,1,0.35294117647058826
ich will mein leben verandern,i want to change my life,i want to my my,1,0.6
ich versuchte nicht zu weinen,i tried not to cry,i didnt to to cry,1,0.5294117647058824
ist tom einer der finalisten,is tom one of the finalists,is tom tom a,0,0.5833333333333334
wie viele hast du bekommen,how many did you get,how many many you you,1,0.42857142857142855
meine lizenz wurde mir entzogen,my license has been suspended,my like me,0,0.6
konnen wir reden,can we talk,can we talk,1,0.8181818181818182
wir schliefen in demselben zimmer,we slept in the same room,we were out the the,0,0.3684210526315789
zerschlagen sie diese scheibe im falle eines brandes,break this glass in case of fire,she the the,0,0.45454545454545453
tom kommt zuruck,tom is coming back,tom will back,1,0.6923076923076923
halli hallo was gibts neues,hello there whats new,why tom is name,1,0.6
du bist arbeitswutig,you are a workaholic,youre are a,1,0.6363636363636364
ich erinnere mich ihn zu sehen,i remember seeing him,i remember remember him,1,0.3043478260869566
warum wollt ihr mich umbringen,why do you want to kill me,why do you believe me,0,0.5238095238095238
ich hoffe dass es keinen krieg geben wird,i hope war doesnt break out,i cant let him to it,0,0.4
ich will einfach nur allein sein,i just want to be alone,i dont want to be be,1,0.45
du hast die richtige wahl getroffen,you made the right choice,you made the last,0,0.5882352941176471
tom hat mich gebeten ihn um sechs zu wecken,tom asked me to wake him up at six,tom asked me to at,0,0.5
tom muss sich irren,tom must be wrong,tom must be wrong,1,0.7058823529411765
kannst du nachvollziehen was ich sage,am i making sense,do i think me,1,0.46153846153846156
wie oft muss ich dir das sagen,how often do i have to tell you,how did you you like,0,0.5
lass sie nicht gewinnen,dont let them win,dont forget anything,1,0.4
tom gehort zu unserem kundenkreis,tom is one of our clients,tom is to to,0,0.5
tom und maria waren auch da,tom and mary were also there,tom and mary mad mad,0,0.45
stort es dich wenn ich das fenster offne,do you mind if i open the window,i i i my my my,0,0.2857142857142857
sag ihnen nicht die wahrheit einverstanden,dont tell them the truth ok,dont let me the,0,0.6
das ist ein neues buch,its a new book,thats is a book book,1,0.4
sie hat ein gutes herz,she has a good heart,she has a nice blonde,1,0.3333333333333333
wie ware es mit einem lied,how about a song,how do do a,1,0.45454545454545453
sein wort ist gesetz,his word is law,his hair is a,1,0.46153846153846156
wie viele schreibstifte hast du,how many pens do you have,how many many you you,1,0.42857142857142855
du hast kein recht dazu,you dont have the right,you dont do it,1,0.5714285714285714
wissen sie was sie getan haben,do you know what youve done,do you know what know,0,0.5238095238095238
ich finde sie sehr bestechend,i find her very impressive,i think where very enough,0,0.32
mussen wir auf sie warten,do we need to wait for her,do you have to to,0,0.4117647058823529
ich habe meinen urlaub in australien verbracht,i spent my vacation in australia,i got in with,0,0.38461538461538464
der zeuge gab seinen namen zu protokoll,the witness stated his name,the dog was his,0,0.6
die neuigkeit erfullte sie mit sorge,the news filled her with sorrow,the story came to,0,0.4117647058823529
danach habe ich sie nicht gefragt,thats not what i asked you,i didnt i you you,0,0.47058823529411764
tom fragte maria wie es ihr gehe,tom asked mary how she was doing,tom often mary to to,0,0.45
ich habe schulterschmerzen,my shoulder hurts,my shoulders,1,0.9166666666666666
zweisprachige worterbucher sind zugelassen,bilingual dictionaries are allowed,are are,0,0.5714285714285714
tom erblindete,tom went blind,tom went blind,1,0.7857142857142857
was reizte ihn ihr einen heiratsantrag zu machen,what tempted him to propose to her,what him to you,0,0.5333333333333333
heutzutage glaubt niemand an gespenster,nowadays nobody believes in ghosts,does tom have any,0,0.6470588235294118
findest du das wirklich in ordnung,do you really think this is ok,do you think that that,0,0.5
meine gromutter sieht liebend gerne fern,my grandmother loves watching tv,my parents like like,0,0.55
wo ist mein regenschirm,where is my umbrella,where is my,1,0.8181818181818182
er geht schnell,he walks fast,he is fast,1,0.7
tom fragte mary warum sie weine,tom asked mary why she was crying,tom said mary mary mary,0,0.43478260869565216
wie viele enge freunde haben sie,how many close friends do you have,how many many you you,0,0.42857142857142855
tom wei nichts uber mich,tom doesnt know anything about me,tom doesnt know me,0,0.5555555555555556
wissen sie wo er hinging,do you know where he went,do you know where he he,1,0.4782608695652174
tom hat spielschulden,tom has gambling debts,tom has,1,1.0
wir spielen jeden samstag fuball,we play soccer every saturday,we play our eggs,0,0.6875
sei kein mauerblumchen,dont be a wallflower,dont be a,1,0.8888888888888888
erstaunlicherweise misslang es ihm,strangely enough he failed,was him,0,0.7142857142857143
welche losung ist die beste,which is the best solution,whats is is sister,0,0.3888888888888889
tom hat uns alle enttauscht,tom let us all down,tom didnt us us,1,0.5333333333333333
danke fur den anruf,thank you for calling,thanks for for for,1,0.5
ich bin gern zuhause,i like to be at home,i like to home,1,0.6428571428571429
welches medikament empfehlen sie,what medicine do you recommend,which name you,0,0.8571428571428571
ich wurde mir da an deiner stelle keine sorgen machen,if i were you i wouldnt worry,i didnt not you here,0,0.5
ist das nicht merkwurdig,isnt that curious,isnt that perfect,1,0.5294117647058824
ich liebe meine mutter,i love my mother,i love my friend,1,0.5625
tom ist sicher punktlich zu kommen,tom is certain to come on time,tom is at at at,0,0.4666666666666667
das verstot gegen das gesetz,this is against the law,this is the the,1,0.4
viele baume wurden gefallt,many trees were cut down,many people like fish,1,0.38095238095238093
worum gehts in diesem lied,whats this song about,what this this book,1,0.47368421052631576
ich muss mir bald die haare schneiden lassen,soon i have to go get a haircut,i have to to my,0,0.5333333333333333
ich kummere mich um den rest,ill handle the rest,ill take the truth,1,0.4444444444444444
du bist zu spat gekommen,you came too late,youre late too,1,0.5714285714285714
tom hat gesagt dass ihm meine idee gefalle,tom said he liked my idea,tom said me my my,0,0.5882352941176471
ich hole ihre tabletten,im going to get your pills,ill accept your,0,0.6666666666666666
da fahrt unser bus,there goes our bus,theres is water water,1,0.2857142857142857
danke trotzdem,thanks anyway,thanks for for,1,0.5
sei aber bitte vorsichtig,just please be careful,please be be anymore,1,0.4
ziehe den stecker heraus,disconnect the plug,turn the door,1,0.6153846153846154
kommen sie nie wieder hierher zuruck,dont ever come back here again,come come come soon,0,0.3157894736842105
tom ist kein langweiler,tom isnt boring,tom isnt,1,0.875
das ist ein interessanter vorschlag,thats an interesting suggestion,thats a exciting,0,0.5625
bitte warten sie bis sie an der reihe sind,please wait your turn,please turn on on please,1,0.4583333333333333
ich bin durstig,im thirsty,im hungry thirsty,1,0.47058823529411764
ich habe rinder,i have head of cattle,i have,0,1.0
denk nicht daruber nach tu es,dont think about it do it,dont worry do it it,0,0.3157894736842105
tom hat ein hieb und stichfestes alibi,tom has an airtight alibi,tom has wearing of,0,0.6111111111111112
das ist eine groe summe,its a large amount,its a large amount,1,0.7222222222222222
tom kann es nicht weiter abstreiten,tom cant deny it anymore,tom cant stop it,0,0.5
tom arbeitet zu viel,tom works too much,tom works too a,1,0.5333333333333333
wann hast du mit dem rauchen aufgehort,when did you quit smoking,when did you smoking,0,0.7
er liebt kaffee,he loves coffee,he loves coffee,1,0.6
tom hat keine versagensangste,tom isnt afraid to fail,tom didnt no any,1,0.5
sie ging mit ihm,she went with him,she went him him,1,0.5625
ich fuhle mich krank,im feeling sick,i feel feel,1,0.45454545454545453
ich bin immer noch beschaftigt,im still busy,im still busy,1,0.6923076923076923
wie seltsam,how curious,how clever,1,0.6
ich habe dich noch nicht entlassen,i havent dismissed you yet,i didnt didnt you you,0,0.38095238095238093
wo in aller welt bist du gewesen,where in the world have you been,where were you rich,0,0.47368421052631576
ich konnte sie kaum sehen,i was hardly able to see it,i could hardly you you,0,0.4090909090909091
haben sie daran gedacht sich bei tom zu bedanken,did you remember to thank tom,have you know tom tom,0,0.5238095238095238
ich verlor meinen regenschirm,i lost my umbrella,i lost my room,1,0.6428571428571429
tom wird uns allen fehlen,were all going to miss tom,thats will believe believe,0,0.30769230769230765
du bist ein echter kerl,you are quite a man,youre a a good,1,0.5
wir horen,were listening,were exaggerated,1,0.375
er wird mich nie schlagen,hell never beat me,he never never me me,1,0.3499999999999999
sie mussen die neue lehrerin sein,you must be the new teacher,you need to a best,0,0.5555555555555556
wir haben wort gehalten,we kept our word,we have the,1,0.36363636363636365
bring es mir,bring it to me,show it me me,1,0.46153846153846156
wir haben noch zeit,we still have time,were have work,1,0.42857142857142855
ich wei warum tom gekundigt hat,i know why tom resigned,i know know tom tom,1,0.42105263157894735
gegensatze ziehen sich an,opposites attract,everythings attract,1,0.42105263157894735
habe ich dich enttauscht,have i disappointed you,may i remember you,1,0.3888888888888889
sie braucht es,she needs it,she needs it,1,0.6666666666666666
ich dachte er wurde nicht kommen,i thought he wouldnt come,i didnt know know know,0,0.3181818181818182
tom ist fleiig und klug,tom is smart and hardworking,tom is and and,0,0.6428571428571429
was mein ist dein,whats mines yours,what your your,1,0.6428571428571429
der junge ist sehr ehrlich,the boy is very honest,the boy is very very,1,0.55
heute hast du geburtstag,todays your birthday,youre your birthday,1,0.5789473684210527
um wieviel uhr essen sie normalerweise zu mittag,what time do you usually eat lunch,all all to to,0,0.38461538461538464
ich glaube dass tom recht hat,i believe tom is right,i think tom is,1,0.5
ich befinde mich noch auf arbeitssuche,im still looking for a job,im still for tom,0,0.5625
der zug hat minuten verspatung,the train is minutes late,the train went at,0,0.47058823529411764
hast du nicht den schrei gehort,didnt you hear the scream,didnt you hear toms,0,0.7368421052631579
ich glaube ich habe ein loch im zahn,i think i have a cavity,i think i i a a,1,0.4666666666666667
du brauchst nicht extra aufzustehen,you dont need to stand up,you dont need to hurry,0,0.36363636363636365
mir ist nicht danach,i dont feel like it,i dont like that,1,0.5625
tom seufzte,tom sighed,tom gave a,1,0.6
tom sah ein bisschen krank aus,tom looked a bit sick,tom made a tired,1,0.5
ich hatte dieses geschenk gerne eingepackt,id like to have that gift wrapped,i like to song,0,0.5714285714285714
lassen sie das in ruhe,leave that alone,leave it alone,1,0.5714285714285714
wir hatten damit nie irgendwelche probleme,we never had any problems with it,we had have no,0,0.6428571428571429
das ist alles was ich augenblicklich tun kann,this is all i can do for now,thats all i i i,0,0.4666666666666667
dieser wagen muss gewaschen werden,this car needs to be washed,this car needs to tea,0,0.5714285714285714
ihr konnt nicht lange bleiben,you cant stay for long,you cant stay stay long,1,0.4782608695652174
du bist beruhmt,youre famous,youre famous,1,0.8333333333333334
sie haben die regel gebrochen,you broke the rule,you broke the rule,1,0.6111111111111112
ich habe mich in euch getauscht,i was wrong about you,i met you you,1,0.46153846153846156
du musst das nicht mehr heute tun,you dont have to do that today,you dont do to this,0,0.42105263157894735
er hat keine schwester,he doesnt have a sister,he has have a,1,0.46153846153846156
ich hoffe es ist alles gut verlaufen,i hope everything went well,i hope it be well,0,0.5294117647058824
mein vater ruhrt keinen tropfen mehr an,my father is on the wagon,my father isnt not,0,0.7222222222222222
hallo,hi,hello,1,0.2
warum ziehst du dich aus,why are you undressing,why are you come,1,0.5625
mein fahrrad wurde gestohlen,my bicycle was stolen,my cat was stolen,1,0.7058823529411765
ihr durft euch meinen wagen leihen,you may borrow my car,you you you my car,1,0.4444444444444444
das ist viel zu gefahrlich,its far too dangerous,its a too too,1,0.46153846153846156
tom schien besorgt zu sein,tom appeared anxious,tom seems worried,1,0.5294117647058824
er ist sehr gutaussehend,he is tremendously handsome,he very very,0,0.4166666666666667
er redet zu schnell,he talks too fast,he speaks fast fast,1,0.42105263157894735
ich bin jahre alt,i am eighteen years old,im years years,1,0.5714285714285714
fantastisch,fantastic,,1,0
erdbeeren werden zu marmelade verarbeitet,strawberries are made into jam,please look a a chance,0,0.2727272727272727
kannst du bei den zwillingen sagen wer wer ist,can you tell the twins apart,can you you me can it,0,0.47619047619047616
ich kann mich nicht beschweren,i have nothing to complain about,i cant remember,0,0.6
kennen sie einander,do you know each other,do you know each,1,0.75
nehmen sie das hier,take these,do this here,1,0.4166666666666667
tom wurde ausgeraubt,tom was mugged,tom was mugged,1,0.7857142857142857
wo ist der rest deiner familie,wheres the rest of your family,where is your new,0,0.5882352941176471
wir summen gerade,were humming,were humming,1,0.8333333333333334
du solltest noch einmal hierherkommen,you should come back here again,you should be over,0,0.6111111111111112
du musst vertrauen zu dir selbst haben,you must trust in yourselves,you must to to you,0,0.3888888888888889
ich kann nicht so schnell sprechen,im not able to speak so fast,i cant speak any,0,0.5625
rufen sie bitte ihren ersten zeugen auf,please call your first witness,please at your please,0,0.5238095238095238
mochtest du noch ein brot,would you like another sandwich,do you want any ice,0,0.631578947368421
du hast mir gefehlt,i missed you,you lied you,1,0.5833333333333334
habt ihr wirklich mit tom gesprochen,have you really talked to tom,have you really tom tom,0,0.5217391304347826
toms franzosisch ist perfekt,toms french is perfect,toms gun is delicious,1,0.42857142857142855
sein vorname lautete tom,his first name was tom,his name name name tom,1,0.45454545454545453
schaff das aus dem haus,get it out of the house,is the the the house,1,0.4
ich bin etwas mude,im a little bit tired,im a little,1,0.6363636363636364
diese bucher sind alle meine,all these books are mine,these are are are,1,0.4117647058823529
vielleicht sollten sie tom das sagen,maybe you should tell tom that,maybe can ask tom tom,0,0.42857142857142855
ich muss zur schule laufen,i have to walk to school,i have to to to,1,0.5333333333333333
ich habe gestern meinen freund tom besucht,i visited my friend tom yesterday,i lost my my my,0,0.4666666666666667
ich hatte gern eine krawatte die zu diesem anzug passt,i want a tie to go with this suit,i had a a a,0,0.36363636363636365
es ist mir egal was es ist,i dont care what it is,i dont like what it it,1,0.45454545454545453
ich sah sie nie wieder,i never saw her again,i never hear you,1,0.5
deutschland liegt mitten in europa,germany is in the middle of europe,his is in in of,0,0.4666666666666667
habt ihr einen freund namens tom,do you have a friend named tom,do you have a dog,0,0.5294117647058824
wie dick ist das brett,how thick is the board,how is is the,1,0.6153846153846154
hast du eine klimaanlage,do you have an air conditioner,do you have a,0,0.6923076923076923
wem gehort dieses auto,whose car is that,whose car is car,1,0.625
toms haus brannte ab,toms house burned down,toms house was down,1,0.5789473684210527
ich frage mich ob er wohl zu hause ist,i wonder if hes at home,i wonder if if come,1,0.5263157894736842
tom geht am stock,tom walks with a cane,tom is a australia,1,0.4444444444444444
wollen sie dass ich warte,do you want me to wait,do you want to to to,1,0.45
wir haben jede menge anderes zu tun,we have lots of other things to do,we have to to do,0,0.5625
tom erblindete,tom became blind,tom went blind,1,0.7142857142857143
ich erkalte mich oft im winter,i often catch colds in the winter,i wish to to my my,0,0.3888888888888889
er hat alzheimer,he has alzheimers,he has alzheimers,1,0.5882352941176471
wir mussen sie im ausland kaufen,we have to buy them from abroad,we must to to him,0,0.47058823529411764
lernt jeden tag englisch,study english every day,people people every,1,0.3157894736842105
ich kann das bestatigen,i can confirm this,i cant confirm that,1,0.5789473684210527
das ist nicht das was ich gehort habe,thats not what i heard,thats not i i,1,0.6153846153846154
sie haben den ganzen kuchen aufgegessen,they ate up all the cake,you ate all last the,1,0.4
ich erinnere mich an tom,i remember tom,i remember tom,1,0.5714285714285714
es ist ein groes krankenhaus,its a big hospital,its a a a,1,0.5555555555555556
koffein macht suchtig,caffeine is addictive,is is,1,0.6
ich habe die berge schon immer gemocht,i have always liked the mountains,i almost no to,0,0.6428571428571429
dieses buch ist alter als das da,this book is older than that one,this book is we we,0,0.5
ich kann es nicht ganz verstehen,i cant quite understand,i cant understand it,1,0.55
ich wollte dich einfach wiedersehen,i just wanted to see you again,i never to to to you,0,0.4
tom wusste nicht wie alt maria war,tom didnt know how old mary was,tom didnt like he he,0,0.5
sie stutzte ihre ellbogen auf ihren knien auf,she put her elbows on her knees,you your your your,0,0.2222222222222222
alles wird gut werden,everything will turn out fine,its is be well,0,0.42857142857142855
sie forderte ihn auf aufzuhoren,she told him to stop,she told him to him,1,0.5263157894736842
was hast du dann gemacht,what did you do then,what did you do it,1,0.5555555555555556
ich brauche ihren schutz nicht,i dont need your protection,i dont need your,0,0.625
gib bitte diesen brief fur mich auf,please mail this letter for me,please me me on me,0,0.4444444444444444
tom interessiert sich sehr fur franzosisch,tom is very interested in french,tom is very fast,0,0.6875
tom versteht es mit worten umzugehen,tom has a way with words,tom is to to to,1,0.4
du lugst,you are lying,you are,1,1.0
das ist wohl alles was ich brauche,i guess thats all i need,i all i i i,1,0.36363636363636365
ich nehme jede arbeit die sie mir geben konnen,ill take any job you can offer me,i take to to to,0,0.4666666666666667
ich habe kase gegessen,i ate some cheese,i have drink,1,0.4166666666666667
ich bin gekommen um dir etwas zu sagen,i came here to tell you something,i never to to you,0,0.5294117647058824
wir werden in einer stunde abreisen,we will leave in an hour,you will in a the,1,0.5882352941176471
ich habe dieses buch geschrieben,i wrote this book,i wrote this book,1,0.6470588235294118
er legte sein geld in den beutel,he put his money in the bag,he put off the,0,0.5
nimm deine mutze ab,take off your cap,put your your cap,1,0.5294117647058824
endlich sagte einer was,finally someone spoke,never one what told,1,0.3157894736842105
diese katze ist so gro wie jene,this cat is as big as that one,this dog is as big,0,0.5
ich hoffe du weit das tom,i hope you know that tom,i hope you know tom tom,1,0.5652173913043478
jemand klopft an deine tur,somebodys knocking at your door,who your your,0,0.38461538461538464
versuch grozugig zu sein und vergib,try to be generous and forgive,be and be,0,0.6666666666666666
konnt ihr mit tom kontakt aufnehmen,can you contact tom,can you call tom,1,0.5625
hassen sie mich bitte nicht,please dont hate me,you dont dont me me,1,0.3684210526315789
er beschrieb seine eigene erfahrung,he described his own experience,he raised his glasses,0,0.3333333333333333
tom beeilte sich um maria einzuholen,tom hurried to catch up with mary,tom got to to mary,0,0.3888888888888889
wo ist deine schwester,where is your sister,where is your,1,0.7692307692307693
ich glaube wir haben es unter kontrolle gebracht,i think we got it under control,i think i use a,0,0.5333333333333333
ich habe gestern keine bucher gelesen,i didnt read any books yesterday,i didnt like my keys,0,0.45
du musst es nicht verpacken,you dont have to wrap it up,you dont have it it,0,0.631578947368421
mochtet ihr links austauschen,would you like to exchange links,do you like to,0,0.7142857142857143
ich habe eine zeitung abonniert,i subscribed to a newspaper,i have a,0,0.5
tom ist ziemlich dumm,tom is quite stupid,tom is quite stupid,1,0.5789473684210527
ich bin immer noch ein wenig benommen,im still a little woozy,im still a little,1,0.47058823529411764
ich war skeptisch,i was skeptical,i was skeptical,1,0.7333333333333333
ich werde dich tragen,ill carry you,ill will you you,1,0.375
versuche wenigstens punktlich zu sein,at least try to come on time,try will to to to,0,0.4117647058823529
toms auto hat hundert pferdestarken,toms car has horsepower,toms car has,0,0.75
tom ist anscheinend beschaftigt,tom seems busy,tom is busy busy,1,0.5
er reist nicht gerne mit dem flugzeug,he doesnt like traveling by air,he didnt like his his,0,0.47619047619047616
die kinder schliefen bald ein,the children soon fell asleep,we men out over,0,0.4
da gibt es eine ernstzunehmende schwierigkeit,there is a serious problem,theres a a,0,0.7
ich habe einen tisch fur vier personen bestellt,i have booked a table for four,i have a of of,0,0.5714285714285714
wir haben tom gefunden,we found tom,we found tom,1,0.8333333333333334
der haupthahn ist abgedreht,the main tap is turned off,the is down,0,0.8181818181818182
wir fruhstucken um sieben uhr,we have breakfast at seven,we were all at,0,0.42857142857142855
was soll ich heute zu mittag essen,what should i eat for lunch today,what do i be now,0,0.625
mein fahrrad hat einen platten,my bike has a flat tire,my cat is a,1,0.6363636363636364
heute ist ein schoner tag,its a nice day today,its a good day day,1,0.4444444444444444
ich habe einen bleistift mit einem messer angespitzt,i sharpened a pencil with a knife,i have a a the dog,0,0.3888888888888889
so etwas passiert nun mal,things like that happen,thats what to,1,0.38461538461538464
wer hie dich das zu tun,who told you to do that,it was to to that,1,0.35294117647058826
tom ist an kunst vollig uninteressiert,tom isnt interested in art at all,tom is extremely nervous,0,0.4166666666666667
konntet ihr mir bitte das salz reichen,can you pass me the salt please,can you turn the tv,0,0.5263157894736842
benutze das gelander,hold the handrail,lets the,1,0.625
lasst uns das ein andermal machen,lets do this another time,lets take a a,0,0.46153846153846156
tom wartete darauf dass maria nach hause kam,tom waited for mary to come home,tom came at at home,0,0.42105263157894735
ich brauche das nicht,i dont need it,i dont need it,1,0.5
er ist anfang zwanzig,he is in his early twenties,he was quite,0,0.6666666666666666
das muss aufhoren,it has to stop,it would to to,1,0.2857142857142857
wir wollen mit dir reden,we want to talk to you,we want to talk to you,1,0.5
haben sie das benutzerhandbuch gelesen,have you read the owners manual,did you do this,0,0.5333333333333333
dieses land hat ein mildes klima,that country has a mild climate,this dog is very,0,0.625
konnten sie zur seite treten,would you step aside,could you get to,1,0.5
er hat einen groen lastwagen,he has a large truck,he has a big truck,1,0.6111111111111112
darf ich mich setzen,may i sit down,may i sit me,1,0.5833333333333334
ich werde bald etwas fur sie haben,ill have something for you soon,ill will for for,0,0.375
ist tom sauer auf uns,is tom mad at us,is tom mad mad,1,0.5714285714285714
ich sagte nichts uber die sache,i said nothing about the matter,i didnt even it,0,0.4
fur dein alter siehst du jung aus,you look young for your age,you made you were,0,0.4117647058823529
das ist meine neue gitarre,this is my new guitar,thats is my new,1,0.7333333333333333
geben sie acht dass tom sie nicht sieht,make sure tom doesnt see you,dont worry he it,0,0.5
ich hore jemanden kommen,i hear someone coming,i never you you,1,0.4
das haus ist in brand geraten,the house caught fire,the house is on on,1,0.4444444444444444
ich sah tom bevor er mich sah,i saw tom before he saw me,i told tom told told,0,0.25
ich bin sehr verargert,im very upset,im very tired,1,0.6153846153846154
wer ist diese hubsche kleine,whos this hot babe,whos is the day,1,0.6
tu was du tun musst,do what you have to do,do what you you want,1,0.45
das ist vollig unpassend,thats totally inappropriate,thats is fair,0,0.5384615384615384
das ist ein bequemer stuhl,this is a comfortable chair,this is problem,0,0.7333333333333333
vierzig leute waren da,forty people were present,people people hurt,1,0.3888888888888889
du hast uberlebt,you survived,you survived,1,0.8333333333333334
